country,field,year,disclosed_investment,complete
India,Healthcare and Life Sciences,2015,0,True
South Korea,Manufacturing,2015,1,True
South Korea,"Military, public safety and government",2022,8,True
South Korea,Finance,2018,5,True
Netherlands,Computer Vision,2018,2,True
Singapore,Transportation,2017,1,True
Turkey,Finance,2023,0,True
Croatia,All,2018,3,True
Croatia,All,2019,3,True
Croatia,All,2022,2,True
Switzerland,Manufacturing,2023,35,True
Serbia,All,2015,0,True
Argentina,General purpose,2021,3,True
Brazil,Sports,2016,0,True
Czechia,Other,2020,2,True
Egypt,All,2023,9,True
Egypt,Software,2018,0,True
Finland,Professional services,2024,0,False
India,Robotics,2021,7,True
Kenya,All,2020,17,True
South Korea,"Sales, retail, commerce, marketing",2024,4,False
Nigeria,General purpose,2019,8,True
Nigeria,All,2021,2,True
Singapore,Lending and Investments,2018,3,True
Singapore,Lending and Investments,2022,5,True
Switzerland,Energy and natural resources,2024,3,False
Israel,Semiconductor,2023,40,True
Japan,Agriculture,2020,1,True
Kenya,General purpose,2018,0,True
Russia,Speech Recognition,2018,1,True
Estonia,Hardware,2024,1,False
Lithuania,Healthcare and Life Sciences,2024,1,False
Bahrain,"Sales, retail, commerce, marketing",2020,0,True
Saint Kitts and Nevis,Information Technology,2021,1,True
Colombia,Education,2022,2,True
Colombia,Education,2023,0,True
Serbia,Privacy and Security,2021,0,True
South Korea,Speech Recognition,2022,5,True
Sri Lanka,Cyber Security,2023,0,True
Sri Lanka,Privacy and Security,2023,0,True
Uganda,Healthcare and Life Sciences,2023,0,True
Zimbabwe,Finance,2023,0,True
Zimbabwe,Other,2024,1,False
Costa Rica,Software,2024,0,False
South Korea,Simulation,2024,0,False
Uzbekistan,Software,2024,0,False
United Arab Emirates,Computer Vision,2022,0,True
United Arab Emirates,Manufacturing,2024,0,False
Argentina,Software,2023,0,True
Argentina,"Mobile, platforms & Internet services",2019,2,True
Australia,Cyber Security,2023,0,True
Belgium,Real estate,2018,3,True
Belgium,Lending and Investments,2018,2,True
Belgium,Professional services,2015,1,True
Belgium,Professional services,2017,25,True
Belgium,Energy and natural resources,2017,94,True
Belgium,"Military, public safety and government",2024,0,False
Belgium,Other,2019,21,True
Bulgaria,"Sales, retail, commerce, marketing",2019,0,True
Bosnia and Herzegovina,All,2020,0,True
Belarus,Hardware,2017,2,True
Brazil,Robotics,2020,5,True
Brazil,Gaming,2020,0,True
Botswana,Data and analytics,2014,1,True
Botswana,Data and analytics,2021,0,True
Chile,Gaming,2022,0,True
China (mainland),Navigation and mapping,2024,14,False
China (mainland),Telecommunications,2016,11,True
Colombia,Other,2023,0,True
Cayman Islands (the),All,2024,3,False
Cyprus,"Sales, retail, commerce, marketing",2019,2,True
Cyprus,Information Technology,2024,1,False
Czechia,Transportation,2024,0,False
Czechia,Lending and Investments,2017,1,True
Germany,Cyber Security,2023,6,True
Denmark,Media and Entertainment,2019,1,True
Denmark,Speech Recognition,2020,2,True
Spain,"Military, public safety and government",2021,1,True
Estonia,Energy and natural resources,2022,0,True
Estonia,Lending and Investments,2015,0,True
Finland,NLP,2017,1,True
Finland,Transportation,2020,11,True
Finland,Transportation,2022,579,True
Finland,Consumer goods,2023,1,True
France,Telecommunications,2016,4,True
Ghana,General purpose,2022,1,True
Ghana,"Mobile, platforms & Internet services",2021,0,True
Ghana,All,2024,30,False
Greece,"Mobile, platforms & Internet services",2020,0,True
Greece,General purpose,2021,3,True
Croatia,"Mobile, platforms & Internet services",2019,1,True
Croatia,"Sales, retail, commerce, marketing",2019,0,True
Hungary,Media and Entertainment,2016,0,True
Hungary,Media and Entertainment,2018,1,True
Hungary,Consumer goods,2017,0,True
Ireland,Finance,2016,0,True
Italy,Robotics,2017,1,True
Jordan,All,2021,0,True
Jordan,General purpose,2023,0,True
South Korea,Gaming,2019,1,True
South Korea,Agriculture,2022,1,True
Lebanon,Software,2015,0,True
Sri Lanka,Software,2024,3,False
Sri Lanka,Data and analytics,2021,0,True
Luxembourg,Software,2024,22,False
Luxembourg,All,2020,13,True
Mexico,Other,2019,0,True
Malta,All,2018,0,True
Malta,Gaming,2017,1,True
Malaysia,NLP,2024,3,False
Malaysia,Healthcare and Life Sciences,2022,3,True
Nigeria,Consumer goods,2020,0,True
Norway,Computer Vision,2022,6,True
New Zealand,Finance,2020,3,True
Peru,Healthcare and Life Sciences,2019,0,True
Philippines,Information Technology,2016,0,True
Poland,Telecommunications,2016,3,True
Poland,Gaming,2021,2,True
Poland,Media and Entertainment,2021,0,True
Poland,Other,2015,2,True
Poland,Other,2023,0,True
Puerto Rico,Data and analytics,2024,0,False
Portugal,Agriculture,2020,0,True
Qatar,All,2023,0,True
Romania,Manufacturing,2022,0,True
Romania,Healthcare and Life Sciences,2021,14,True
Russia,NLP,2020,0,True
Russia,Finance,2021,2,True
Russia,Transportation,2019,1,True
Saudi Arabia,Computer Vision,2024,2,False
Singapore,Telecommunications,2021,1,True
Slovakia,General purpose,2017,6,True
Slovakia,"Sales, retail, commerce, marketing",2014,1,True
Slovenia,Information Technology,2015,0,True
Slovenia,Simulation,2017,0,True
Slovenia,Other,2019,0,True
Slovenia,Hardware,2017,0,True
Trinidad and Tobago,Healthcare and Life Sciences,2024,4,False
Tunisia,Agriculture,2019,0,True
Turkey,Privacy and Security,2021,0,True
Turkey,Transportation,2024,0,False
Turkey,NLP,2020,0,True
Ukraine,"Mobile, platforms & Internet services",2022,0,True
Ukraine,Sports,2019,0,True
South Africa,Healthcare and Life Sciences,2019,2,True
Zambia,Software,2021,0,True
Switzerland,Agriculture,2021,5,True
Slovenia,Data and analytics,2023,20,True
Australia,"Sales, retail, commerce, marketing",2017,2,True
Australia,"Sales, retail, commerce, marketing",2021,29,True
Australia,General purpose,2023,107,True
Australia,Other,2018,0,True
Austria,Hardware,2017,2,True
Austria,All,2014,5,True
Belgium,Data and analytics,2022,127,True
Belgium,Information Technology,2016,1,True
Brazil,Agriculture,2018,3,True
Brazil,Data and analytics,2018,12,True
Brazil,Data and analytics,2020,86,True
Brazil,"Mobile, platforms & Internet services",2023,11,True
Brazil,Software,2020,159,True
Canada,Media and Entertainment,2024,175,False
Canada,Education,2018,4,True
Canada,Hardware,2020,145,True
Canada,Software,2017,135,True
Canada,Computer Vision,2016,4,True
Switzerland,Software,2014,10,True
Switzerland,Hardware,2017,24,True
Switzerland,"Sales, retail, commerce, marketing",2022,1,True
Chile,Data and analytics,2016,0,True
China (mainland),Community and Lifestyle,2022,31,True
China (mainland),All,2018,8655,True
China (mainland),NLP,2020,35,True
Colombia,Data and analytics,2014,0,True
Cyprus,Data and analytics,2022,1,True
Czechia,Software,2017,4,True
Czechia,All,2014,0,True
Germany,General purpose,2020,186,True
Germany,"Sales, retail, commerce, marketing",2019,21,True
Spain,Transportation,2023,2,True
Spain,"Mobile, platforms & Internet services",2019,39,True
Spain,Information Technology,2014,2,True
Spain,Computer Vision,2016,0,True
Spain,Data and analytics,2023,47,True
Estonia,General purpose,2016,2,True
Estonia,General purpose,2018,2,True
Finland,Information Technology,2023,8,True
France,Hardware,2024,317,False
France,Software,2017,186,True
France,Software,2020,329,True
France,Media and Entertainment,2022,17,True
France,General purpose,2023,369,True
France,Robotics,2021,1,True
United Kingdom,NLP,2019,49,True
United Kingdom,Sports,2019,4,True
United Kingdom,Other,2015,17,True
United Kingdom,Information Technology,2019,240,True
Hungary,Information Technology,2017,0,True
Hungary,Hardware,2014,0,True
India,Professional services,2018,2,True
India,Software,2018,388,True
India,Hardware,2014,1058,True
Ireland,"Mobile, platforms & Internet services",2016,3,True
Israel,Privacy and Security,2020,30,True
Israel,Robotics,2019,7,True
Israel,Manufacturing,2024,9,False
Israel,Energy and natural resources,2020,19,True
Israel,Other,2024,22,False
Italy,Hardware,2024,6,False
Italy,Transportation,2017,2,True
Japan,Information Technology,2022,59,True
Japan,Media and Entertainment,2018,8,True
South Korea,Information Technology,2022,87,True
South Korea,Hardware,2018,15,True
South Korea,Other,2024,16,False
South Korea,Media and Entertainment,2018,19,True
South Korea,Software,2015,10,True
Latvia,All,2014,1,True
Latvia,All,2023,1,True
Latvia,Information Technology,2018,8,True
Mexico,All,2022,255,True
Netherlands,All,2024,371,False
Norway,Software,2019,208,True
Poland,Information Technology,2014,2,True
Portugal,Information Technology,2014,3,True
Portugal,Data and analytics,2016,3,True
Saudi Arabia,Data and analytics,2019,14,True
Sweden,Information Technology,2016,2,True
Sweden,Healthcare and Life Sciences,2021,10,True
Turkey,Data and analytics,2024,4,False
Turkey,Information Technology,2020,0,True
United States,Professional services,2017,257,True
United States,Education,2022,646,True
United States,Education,2024,234,False
United States,General purpose,2019,13217,True
United States,Telecommunications,2016,76,True
United States,Telecommunications,2024,215,False
United States,Speech Recognition,2015,6,True
United States,"Military, public safety and government",2016,157,True
Brazil,Other,2018,1,True
Peru,Data and analytics,2023,1,True
Peru,All,2023,2,True
Australia,Manufacturing,2016,3,True
Austria,Energy and natural resources,2017,2,True
Mexico,Healthcare and Life Sciences,2023,0,True
Netherlands,Consumer goods,2018,8,True
Netherlands,Consumer goods,2024,0,False
Poland,Finance,2023,1,True
Romania,Software,2022,3,True
United Arab Emirates,General purpose,2023,11,True
Austria,Healthcare and Life Sciences,2024,1,False
Canada,Telecommunications,2018,1,True
Switzerland,Finance,2022,16,True
China (mainland),Energy and natural resources,2020,8,True
China (mainland),Energy and natural resources,2024,16,False
Denmark,Manufacturing,2016,0,True
Denmark,Software,2016,7,True
Spain,Real estate,2020,1,True
France,Community and Lifestyle,2021,3,True
Indonesia,All,2017,5,True
Israel,Biotechnology,2016,11,True
South Korea,Manufacturing,2019,5,True
South Korea,Biotechnology,2018,2,True
South Korea,Professional services,2017,1,True
Netherlands,Energy and natural resources,2017,0,True
Turkey,Computer Vision,2019,0,True
Thailand,Data and analytics,2016,0,True
Thailand,Data and analytics,2022,5,True
Thailand,Software,2023,2,True
Australia,Agriculture,2022,12,True
India,Sports,2023,0,True
South Africa,Hardware,2020,16,True
Brazil,NLP,2021,3,True
China (mainland),Semiconductor,2020,28,True
Denmark,Robotics,2023,1,True
Egypt,Software,2017,0,True
India,Speech Recognition,2022,41,True
Kenya,Data and analytics,2023,7,True
South Korea,Transportation,2022,411,True
South Korea,"Sales, retail, commerce, marketing",2021,11,True
Nigeria,Data and analytics,2023,2,True
Taiwan,Information Technology,2023,2,True
Chile,Other,2020,1,True
Israel,Semiconductor,2018,29,True
Nigeria,Information Technology,2019,0,True
Bangladesh,Software,2023,0,True
Chile,Agriculture,2018,0,True
Indonesia,Finance,2022,6,True
Iceland,Information Technology,2019,1,True
Bangladesh,Hardware,2019,0,True
Saudi Arabia,Other,2021,22,True
Croatia,Finance,2020,0,True
Uruguay,Data and analytics,2024,1,False
Algeria,Information Technology,2021,0,True
Saint Kitts and Nevis,Software,2023,0,True
Taiwan,Robotics,2023,6,True
United Arab Emirates,Gaming,2021,0,True
India,Semiconductor,2024,1,False
Bulgaria,Privacy and Security,2022,0,True
Sri Lanka,Privacy and Security,2022,0,True
North Macedonia,All,2024,0,False
Tajikistan,General purpose,2023,0,True
Vietnam,Biotechnology,2023,2,True
Sri Lanka,Other,2024,1,False
North Macedonia,NLP,2024,0,False
Tunisia,Navigation and mapping,2024,0,False
United Arab Emirates,Finance,2020,0,True
Argentina,Agriculture,2021,1,True
Argentina,Media and Entertainment,2023,0,True
Armenia,All,2021,7,True
Australia,Biotechnology,2019,3,True
Austria,Consumer goods,2015,0,True
Bulgaria,General purpose,2021,0,True
Bulgaria,Education,2015,0,True
Bulgaria,Information Technology,2018,0,True
Bermuda,Software,2020,1,True
Brazil,Privacy and Security,2018,4,True
Switzerland,Navigation and mapping,2018,0,True
Colombia,"Sales, retail, commerce, marketing",2018,0,True
Cyprus,General purpose,2023,0,True
Cyprus,Computer Vision,2020,2,True
Cyprus,Computer Vision,2021,0,True
Czechia,Real estate,2021,0,True
Czechia,Healthcare and Life Sciences,2019,0,True
Czechia,Media and Entertainment,2021,1,True
Denmark,Privacy and Security,2022,1,True
Egypt,Other,2016,0,True
Spain,Agriculture,2023,2,True
Estonia,Privacy and Security,2024,0,False
Finland,Manufacturing,2017,0,True
Finland,Education,2017,2,True
United Kingdom,Semiconductor,2014,9,True
United Kingdom,Speech Recognition,2021,2,True
Croatia,Robotics,2015,0,True
Croatia,Robotics,2021,3,True
Croatia,Information Technology,2024,1,False
Hungary,Manufacturing,2018,0,True
Hungary,Education,2016,0,True
Hungary,Agriculture,2020,0,True
Ireland,Privacy and Security,2023,13,True
Iceland,Healthcare and Life Sciences,2017,0,True
Iceland,Lending and Investments,2016,1,True
Israel,Gaming,2017,0,True
Israel,Lending and Investments,2022,2,True
Jordan,General purpose,2022,0,True
South Korea,Lending and Investments,2020,2,True
Lebanon,Professional services,2021,0,True
Lebanon,"Mobile, platforms & Internet services",2016,0,True
Sri Lanka,Software,2022,0,True
Lithuania,Gaming,2020,0,True
Luxembourg,All,2018,8,True
Latvia,"Sales, retail, commerce, marketing",2016,0,True
Mongolia,Data and analytics,2018,0,True
Netherlands,Navigation and mapping,2014,0,True
Netherlands,Telecommunications,2017,2,True
New Zealand,Privacy and Security,2024,6,False
Pakistan,"Mobile, platforms & Internet services",2017,0,True
Peru,Education,2019,1,True
Philippines,"Mobile, platforms & Internet services",2018,0,True
Philippines,Data and analytics,2016,0,True
Philippines,General purpose,2022,0,True
Philippines,All,2024,32,False
Puerto Rico,General purpose,2024,0,False
Portugal,Biotechnology,2021,1,True
Portugal,"Sales, retail, commerce, marketing",2014,1,True
Russia,"Mobile, platforms & Internet services",2019,0,True
Russia,"Sales, retail, commerce, marketing",2017,2,True
Russia,Consumer goods,2024,0,False
Russia,Computer Vision,2021,0,True
Saudi Arabia,Transportation,2021,7,True
Serbia,Media and Entertainment,2022,4,True
Serbia,Data and analytics,2015,0,True
Serbia,General purpose,2022,0,True
Slovakia,Transportation,2023,1,True
Slovakia,Professional services,2023,1,True
Slovakia,"Military, public safety and government",2023,1,True
Slovakia,Hardware,2014,1,True
Slovenia,Hardware,2016,0,True
Sweden,Manufacturing,2020,3,True
Sweden,Education,2021,6,True
Sweden,Robotics,2019,7,True
Turkey,Biotechnology,2020,0,True
Turkey,Lending and Investments,2021,0,True
Taiwan,Privacy and Security,2019,3,True
Uganda,Software,2023,0,True
Ukraine,Data and analytics,2023,3,True
Ukraine,"Sales, retail, commerce, marketing",2021,0,True
Ukraine,General purpose,2024,0,False
