country,field,year,num_citations
Malaysia,Computer Vision,2016,10676
Sri Lanka,Computer Vision,2022,1405
Cameroon,Computer Vision,2018,206
Poland,Computer Vision,2019,10481
Taiwan,Computer Vision,2020,44985
Latin America and the Caribbean,Computer Vision,2024,962
OECD,Large language models,2021,207328
Five Eyes,Large language models,2016,34564
Five Eyes,Large language models,2022,137244
Germany,Large language models,2018,3674
Global Partnership on Artificial Intelligence,Large language models,2024,8975
Canada,Large language models,2014,3550
Singapore,Large language models,2015,223
Singapore,Large language models,2024,702
Italy,Large language models,2021,3289
Asia Pacific,Large language models,2018,36568
Australia,Large language models,2019,1894
Quad,Large language models,2018,183636
Switzerland,Large language models,2022,3884
Romania,Natural Language Processing,2021,1016
Morocco,Natural Language Processing,2014,372
Morocco,Natural Language Processing,2015,712
Oman,Natural Language Processing,2017,115
China (mainland),Natural Language Processing,2022,73387
Chile,Natural Language Processing,2017,359
Iraq,Natural Language Processing,2019,458
Sweden,Natural Language Processing,2015,3803
Brazil,Natural Language Processing,2023,1553
Qatar,Natural Language Processing,2017,7565
Taiwan,Natural Language Processing,2014,2593
Pakistan,Natural Language Processing,2021,5457
Uruguay,Natural Language Processing,2017,107
Nepal,Natural Language Processing,2016,162
Nepal,Natural Language Processing,2018,89
Kuwait,Natural Language Processing,2024,13
South Korea,Natural Language Processing,2021,11741
Cambodia,Natural Language Processing,2016,11
Cameroon,Robotics,2018,95
Tunisia,AI Safety,2019,32
Côte d'Ivoire,Computer Vision,2021,30
Russia,Large language models,2021,818
Slovenia,AI Safety,2022,39
Uganda,Natural Language Processing,2019,2
Maldives,Robotics,2015,9
Morocco,AI Safety,2023,112
Uzbekistan,Computer Vision,2023,551
Mali,Computer Vision,2017,1705
Libya,Natural Language Processing,2024,1
Algeria,AI Safety,2024,5
Romania,Large language models,2015,11
Lebanon,AI Safety,2022,84
Gabon,Computer Vision,2019,1
Philippines,Large language models,2023,149
Guinea,All,2022,6
Bahamas,All,2014,35
Dominican Republic,Robotics,2022,2
Grenada,Robotics,2015,40
Albania,Robotics,2018,9
Guatemala,Robotics,2022,12
Mozambique,Robotics,2015,1
Vatican City,Robotics,2024,1
Armenia,Robotics,2016,39
Ukraine,AI Safety,2019,5
Kazakhstan,AI Safety,2021,1
Monaco,Computer Vision,2017,29
Monaco,Computer Vision,2024,3
El Salvador,Computer Vision,2018,2
Mozambique,Computer Vision,2014,5
Tajikistan,Large language models,2021,4
Botswana,Natural Language Processing,2024,16
Moldova,Natural Language Processing,2024,2
Bosnia and Herzegovina,Natural Language Processing,2019,20
Benin,Natural Language Processing,2019,1
Burundi,All,2019,1025
Mali,All,2016,1129
Algeria,All,2023,4448
Tunisia,All,2015,8122
Tunisia,All,2023,4774
Sweden,All,2023,20474
Malta,All,2017,2937
Czechia,All,2019,26353
United Kingdom,All,2019,631801
United Kingdom,All,2020,571976
Nigeria,All,2021,10459
Moldova,All,2016,85
Lebanon,All,2016,1976
Uzbekistan,All,2024,336
Trinidad and Tobago,All,2015,49
Europe,All,2016,1714761
Guatemala,All,2021,129
Denmark,All,2017,29342
Panama,All,2022,277
North Macedonia,All,2018,1483
Montenegro,All,2022,273
Saudi Arabia,All,2022,95060
Uruguay,All,2020,828
Yemen,All,2016,655
Australia,All,2023,75629
Global Partnership on Artificial Intelligence,All,2015,3567246
Egypt,All,2023,18828
Slovakia,All,2016,3716
Sri Lanka,All,2022,3803
Chile,All,2024,486
Taiwan,All,2015,33201
Syria,All,2023,403
Cameroon,All,2022,381
Kosovo,All,2014,53
EU,All,2015,980376
EU,All,2024,49113
Senegal,All,2016,18
Cambodia,All,2016,226
Pakistan,Robotics,2016,2151
United Arab Emirates,Robotics,2014,1062
Bulgaria,Robotics,2016,232
Bosnia and Herzegovina,Robotics,2015,102
Romania,Robotics,2014,2055
Kosovo,Robotics,2023,4
Saudi Arabia,Robotics,2014,858
Portugal,Robotics,2019,6201
Mongolia,Robotics,2022,51
India,Robotics,2022,12522
Luxembourg,Robotics,2014,471
Peru,Robotics,2019,410
Austria,Robotics,2014,3517
Austria,Robotics,2022,2149
Iran,Robotics,2021,3262
Netherlands,Robotics,2019,16304
Brazil,Robotics,2019,8349
Kazakhstan,Robotics,2014,246
EU,Robotics,2018,183416
Canada,Robotics,2017,21739
Philippines,Robotics,2021,266
Turkey,Robotics,2019,5743
Poland,AI Safety,2024,29
Brazil,AI Safety,2014,157
ASEAN,AI Safety,2024,637
Greece,AI Safety,2019,337
Greece,AI Safety,2021,429
Switzerland,AI Safety,2020,8186
Oceania,AI Safety,2019,14369
Argentina,AI Safety,2014,20
Czechia,AI Safety,2018,1123
EU,AI Safety,2016,24959
Denmark,AI Safety,2014,834
India,AI Safety,2020,6578
India,AI Safety,2021,3054
Global Partnership on Artificial Intelligence,AI Safety,2016,194650
France,AI Safety,2021,4063
France,AI Safety,2024,213
Turkey,AI Safety,2017,258
OECD,AI Safety,2019,257640
Finland,AI Safety,2015,251
Austria,Computer Vision,2016,39496
Indonesia,Computer Vision,2020,10996
New Zealand,Computer Vision,2023,1679
New Zealand,Computer Vision,2024,161
Latvia,Computer Vision,2018,165
Mongolia,Computer Vision,2017,27
Iraq,Computer Vision,2016,1378
Iraq,Computer Vision,2024,535
Sudan,Computer Vision,2021,265
Romania,Computer Vision,2024,134
Portugal,Computer Vision,2024,379
Cambodia,Computer Vision,2023,202
Cyprus,Computer Vision,2018,1877
China (mainland),Computer Vision,2021,777170
Bangladesh,Computer Vision,2014,2008
Vietnam,Computer Vision,2015,1509
Yemen,Computer Vision,2019,684
Israel,Computer Vision,2022,21599
Argentina,Computer Vision,2014,709
Argentina,Computer Vision,2017,2280
Luxembourg,Computer Vision,2022,531
Italy,Computer Vision,2017,41851
Ghana,Computer Vision,2019,1036
Quad,Computer Vision,2016,1032457
Libya,Computer Vision,2023,130
Taiwan,Computer Vision,2016,11743
Latin America and the Caribbean,Large language models,2022,781
France,Large language models,2016,479
Israel,Large language models,2023,4379
Spain,Large language models,2021,1498
Italy,Large language models,2019,1887
Switzerland,Large language models,2019,4617
Latvia,Natural Language Processing,2018,369
Israel,Natural Language Processing,2019,61663
Romania,Natural Language Processing,2020,1230
Ethiopia,Natural Language Processing,2019,74
Morocco,Natural Language Processing,2021,2257
Singapore,Natural Language Processing,2024,781
North Macedonia,Natural Language Processing,2016,110
Burundi,Natural Language Processing,2021,523
Thailand,Natural Language Processing,2024,106
Vietnam,Natural Language Processing,2022,1234
Kazakhstan,Natural Language Processing,2017,99
Oceania,Natural Language Processing,2020,20300
Lebanon,Natural Language Processing,2020,1447
Finland,Natural Language Processing,2017,2897
Argentina,Natural Language Processing,2019,539
Greece,Natural Language Processing,2022,1487
Northern America,Natural Language Processing,2018,400282
Northern America,Natural Language Processing,2022,159864
Yemen,Natural Language Processing,2014,256
Kenya,Natural Language Processing,2016,43
Kenya,Natural Language Processing,2017,25
Global Partnership on Artificial Intelligence,Natural Language Processing,2015,421464
Nepal,Natural Language Processing,2022,152
India,Natural Language Processing,2022,24981
Malta,Natural Language Processing,2021,179
EU,Natural Language Processing,2017,127148
Ireland,Natural Language Processing,2019,4343
Madagascar,All,2023,116
Thailand,AI Safety,2023,32
Mauritius,Natural Language Processing,2020,10
Zambia,Computer Vision,2014,132
Zambia,Computer Vision,2015,65
South Korea,Large language models,2018,2382
Uganda,Natural Language Processing,2022,191
Laos,Robotics,2015,10
Albania,Computer Vision,2021,4
Sweden,Large language models,2020,1520
Belarus,Natural Language Processing,2015,39
Georgia,Natural Language Processing,2018,16
United Arab Emirates,AI Safety,2020,1569
Indonesia,Large language models,2022,104
South Africa,Large language models,2020,377
Syria,Computer Vision,2021,152
Guatemala,Computer Vision,2021,29
Chile,Large language models,2020,32
Chile,Large language models,2022,126
Bangladesh,Large language models,2021,815
Philippines,AI Safety,2024,18
Morocco,Large language models,2021,18
Sudan,Large language models,2021,5
Nicaragua,Large language models,2023,186
São Tomé and Príncipe,All,2015,17
Suriname,All,2019,18
Bermuda,All,2022,24
Guatemala,Robotics,2023,2
Papua New Guinea,Robotics,2021,52
Burkina Faso,Robotics,2018,17
Nigeria,AI Safety,2019,27
Slovakia,AI Safety,2018,392
Yemen,AI Safety,2020,62
Latvia,AI Safety,2024,7
Ghana,AI Safety,2022,4
Colombia,AI Safety,2016,356
El Salvador,Computer Vision,2022,31
Kyrgyzstan,Computer Vision,2022,34
Uzbekistan,Large language models,2021,42
Austria,Large language models,2019,1016
Malta,Large language models,2022,28
Peru,Large language models,2022,18
Botswana,Natural Language Processing,2016,14
Rwanda,Natural Language Processing,2021,191
Bermuda,Natural Language Processing,2018,1
Jamaica,Natural Language Processing,2018,91
Azerbaijan,Natural Language Processing,2019,172
Iceland,Natural Language Processing,2014,228
Uganda,All,2018,969
Singapore,All,2022,83083
Sweden,All,2019,79586
Jordan,All,2023,10104
Malta,All,2020,1934
Africa,All,2021,121481
Ecuador,All,2017,4677
Latvia,All,2024,55
Portugal,All,2023,11256
New Zealand,All,2022,11608
Mongolia,All,2014,234
Zimbabwe,All,2014,207
Zimbabwe,All,2022,164
Thailand,All,2022,10738
Thailand,All,2023,6715
Libya,All,2021,1111
Mauritius,All,2014,73
Ethiopia,All,2015,183
Mozambique,All,2018,59
Montenegro,All,2014,24
Belarus,All,2019,621
Cyprus,All,2015,2663
Peru,All,2019,2234
Global Partnership on Artificial Intelligence,All,2014,3138332
Global Partnership on Artificial Intelligence,All,2018,4455848
Bangladesh,All,2021,37483
Slovakia,All,2014,3291
Sri Lanka,All,2016,1559
Poland,All,2017,37757
Nepal,All,2015,710
Cuba,All,2024,35
Namibia,All,2023,168
Hungary,All,2014,10555
Hungary,All,2023,4671
Oceania,All,2021,235659
Global Partnership on Artificial Intelligence,Robotics,2016,420711
United States,Robotics,2017,197421
Kuwait,Robotics,2024,10
Yemen,Robotics,2021,4
Vietnam,Robotics,2024,129
Iraq,Robotics,2023,525
Romania,Robotics,2016,2020
Romania,Robotics,2017,2341
North Macedonia,Robotics,2014,80
North Macedonia,Robotics,2018,65
Saudi Arabia,Robotics,2016,1702
Saudi Arabia,Robotics,2024,238
Norway,Robotics,2024,162
Lithuania,Robotics,2023,105
India,Robotics,2017,12504
Peru,Robotics,2024,13
Taiwan,Robotics,2024,208
Algeria,Robotics,2015,876
Brazil,Robotics,2024,130
Canada,Robotics,2014,22563
Canada,Robotics,2019,28241
Ireland,Robotics,2019,3843
Portugal,AI Safety,2020,395
Japan,AI Safety,2017,7582
Luxembourg,AI Safety,2022,279
Argentina,AI Safety,2015,37
Belgium,AI Safety,2024,34
Quad,AI Safety,2021,89605
India,AI Safety,2024,665
South Korea,AI Safety,2018,23957
South Korea,AI Safety,2019,5011
South Korea,AI Safety,2021,3905
France,AI Safety,2017,2836
Germany,AI Safety,2024,479
Israel,AI Safety,2023,1384
Azerbaijan,Computer Vision,2014,18
Singapore,Computer Vision,2015,54422
New Zealand,Computer Vision,2016,3971
New Zealand,Computer Vision,2019,5006
Norway,Computer Vision,2018,7226
Iraq,Computer Vision,2018,3303
Mexico,Computer Vision,2020,9392
Chile,Computer Vision,2015,1817
Iceland,Computer Vision,2020,1595
Kuwait,Computer Vision,2021,470
Portugal,Computer Vision,2014,20552
Canada,Computer Vision,2022,42870
Cambodia,Computer Vision,2022,114
Tanzania,Computer Vision,2022,731
Sweden,Computer Vision,2018,20391
Kenya,Computer Vision,2020,401
Ukraine,Computer Vision,2024,125
Bangladesh,Computer Vision,2023,6030
Luxembourg,Computer Vision,2019,347
Cameroon,Computer Vision,2015,101
Germany,Computer Vision,2023,32421
Armenia,Computer Vision,2024,5
Costa Rica,Computer Vision,2015,49
Myanmar,Computer Vision,2023,53
Netherlands,Large language models,2024,194
Europe,Large language models,2023,52363
Europe,Large language models,2024,3418
Taiwan,Large language models,2015,11
Taiwan,Large language models,2017,167
Northern America,Large language models,2020,227375
China (mainland),Large language models,2020,52530
Spain,Large language models,2018,158
Australia,Large language models,2016,713
Quad,Large language models,2022,121878
Iran,Natural Language Processing,2019,2272
Singapore,Natural Language Processing,2016,13159
Sudan,Natural Language Processing,2015,4
Sudan,Natural Language Processing,2019,266
Ecuador,Natural Language Processing,2024,19
NATO,Natural Language Processing,2016,367998
Chile,Natural Language Processing,2014,564
United States,Natural Language Processing,2015,239522
United States,Natural Language Processing,2018,383764
Portugal,Natural Language Processing,2021,1822
Luxembourg,Natural Language Processing,2017,261
OECD,Natural Language Processing,2021,353826
Japan,Natural Language Processing,2014,7495
South Africa,Natural Language Processing,2020,1296
South Africa,Natural Language Processing,2023,588
ASEAN,Natural Language Processing,2017,24323
Kenya,Natural Language Processing,2022,298
Venezuela,Natural Language Processing,2024,3
Nepal,Natural Language Processing,2019,453
Malta,Natural Language Processing,2014,266
Myanmar,Natural Language Processing,2022,26
EU,Natural Language Processing,2020,129291
Tajikistan,Computer Vision,2018,1589
Senegal,Natural Language Processing,2018,19
Antigua and Barbuda,All,2018,79
Uzbekistan,Computer Vision,2017,25
Uzbekistan,Natural Language Processing,2022,134
Serbia,Large language models,2023,48
South Sudan,Robotics,2022,40
Saudi Arabia,Large language models,2021,2564
Bolivia,AI Safety,2019,21
Philippines,Large language models,2021,72
Belarus,Large language models,2021,2
Syria,Large language models,2022,33
Montenegro,Large language models,2022,3
Turkmenistan,All,2022,30
Angola,All,2016,6
Haiti,All,2018,1
Belize,All,2019,37
Chad,All,2023,3
Botswana,Robotics,2016,32
Antigua and Barbuda,Robotics,2017,25
Antigua and Barbuda,Robotics,2022,61
Antigua and Barbuda,Robotics,2024,5
Trinidad and Tobago,Robotics,2023,1
Moldova,Robotics,2018,25
Paraguay,Robotics,2020,89
Jamaica,Robotics,2020,271
Senegal,Robotics,2019,2
Azerbaijan,AI Safety,2022,4
Ukraine,AI Safety,2022,18
Ecuador,AI Safety,2019,7
Nepal,AI Safety,2021,5
Kuwait,AI Safety,2019,14
North Korea,Computer Vision,2017,32
Monaco,Computer Vision,2021,4
Jamaica,Computer Vision,2016,61
Kyrgyzstan,Computer Vision,2016,1
Swaziland,Computer Vision,2020,20
Honduras,Computer Vision,2019,36
Greece,Large language models,2016,60
Oman,Large language models,2020,1
Austria,Large language models,2024,78
Nigeria,Large language models,2022,115
Uruguay,Large language models,2018,2
Norway,Large language models,2022,270
Kosovo,Natural Language Processing,2019,6
Zimbabwe,Natural Language Processing,2019,15
Panama,Natural Language Processing,2022,31
Bosnia and Herzegovina,Natural Language Processing,2017,95
Burkina Faso,Natural Language Processing,2018,52
Burkina Faso,Natural Language Processing,2020,30
Honduras,Natural Language Processing,2021,4
Uruguay,Computer Vision,2023,57
Cuba,Natural Language Processing,2015,2
Mongolia,Natural Language Processing,2021,304
Benin,All,2022,212
North Korea,All,2019,312
Slovenia,All,2018,9146
Mali,All,2023,53
Algeria,All,2021,12487
India,All,2021,360995
India,All,2023,170482
Pakistan,All,2020,73851
Côte d'Ivoire,All,2019,108
South Sudan,All,2023,591
Portugal,All,2019,40064
Bulgaria,All,2015,2362
Canada,All,2018,291867
Switzerland,All,2014,101514
Indonesia,All,2016,13280
Ethiopia,All,2014,177
Ethiopia,All,2018,1137
Oman,All,2017,891
Oman,All,2022,3267
North Macedonia,All,2022,1472
Saudi Arabia,All,2023,52980
Belarus,All,2018,3391
Ukraine,All,2014,2284
Azerbaijan,All,2019,749
Ireland,All,2016,19301
Cuba,All,2020,941
Chile,All,2015,6223
Malaysia,All,2021,57651
El Salvador,All,2021,129
Senegal,All,2024,27
Russia,All,2017,38557
Norway,All,2022,24046
Global Partnership on Artificial Intelligence,Robotics,2022,198673
Pakistan,Robotics,2018,2251
United States,Robotics,2018,205681
Argentina,Robotics,2019,349
Thailand,Robotics,2019,1412
Bangladesh,Robotics,2024,45
Bulgaria,Robotics,2018,779
Italy,Robotics,2022,15503
NATO,Robotics,2014,316246
NATO,Robotics,2017,379563
Vietnam,Robotics,2018,1528
Iraq,Robotics,2016,673
Cyprus,Robotics,2023,680
Panama,Robotics,2019,168
Malta,Robotics,2017,178
Malta,Robotics,2023,18
Jordan,Robotics,2022,614
Bahrain,Robotics,2015,89
Asia Pacific,Robotics,2014,133686
Chile,Robotics,2015,765
United Kingdom,Robotics,2023,13225
